,Track Number,Track Title,Album Name,Year Released,Lyric
38,10,Options (Ft. JID),Planet Her,2021,"b""Lookin' at the junk in your trunk like a junkie\n"""
39,10,Options (Ft. JID),Planet Her,2021,"b""We don't speak, just fuck twice a week\n"""
40,10,Options (Ft. JID),Planet Her,2021,"b'And if she like freaks, we must try a threesome\n'"
41,10,Options (Ft. JID),Planet Her,2021,"b""Do it on the beach, in the sand, let me see somethin'\n"""
42,10,Options (Ft. JID),Planet Her,2021,"b""Seashells on the shore, I'm a beach bum\n"""
43,10,Options (Ft. JID),Planet Her,2021,"b""Finna eat somethin' when you come\n"""
44,10,Options (Ft. JID),Planet Her,2021,"b""Baby, don't you wanna let me know?\n"""
45,10,Options (Ft. JID),Planet Her,2021,"b""Layin' in my bed like a vegetable\n"""
46,10,Options (Ft. JID),Planet Her,2021,"b'Lied when you said, ""Never let me go""\n'"
47,10,Options (Ft. JID),Planet Her,2021,"b'Just like a pro, you professional\n'"
48,10,Options (Ft. JID),Planet Her,2021,"b'Just like a pro, you professional\n'"
49,10,Options (Ft. JID),Planet Her,2021,"b""Stand on your hand 'cause you flexible\n"""
50,10,Options (Ft. JID),Planet Her,2021,"b""Now she tryna fuck me in the restroom or the parkin' lot\n"""
51,10,Options (Ft. JID),Planet Her,2021,"b'At the restaurant, anywhere, everywhere, anytime, I\n'"
52,10,Options (Ft. JID),Planet Her,2021,b'You might also like\n'
53,10,Options (Ft. JID),Planet Her,2021,"b""I don't need lovin', late-night cuffin'\n"""
54,10,Options (Ft. JID),Planet Her,2021,"b'Take it all off, you naughty\n'"
55,10,Options (Ft. JID),Planet Her,2021,"b'Put it back on, unpause it\n'"
56,10,Options (Ft. JID),Planet Her,2021,"b'Kitchen island, bedroom, closet\n'"
57,10,Options (Ft. JID),Planet Her,2021,"b""Takin' that elsewhere, maybe\n"""
58,10,Options (Ft. JID),Planet Her,2021,b'We know we both got options\n'
59,10,Options (Ft. JID),Planet Her,2021,"b""I don't need lovin', late-night cuffin'\n"""
60,10,Options (Ft. JID),Planet Her,2021,"b'Take it all off, you naughty\n'"
61,10,Options (Ft. JID),Planet Her,2021,"b'Put it back on, unpause it\n'"
62,10,Options (Ft. JID),Planet Her,2021,"b'Kitchen island, bedroom, closet\n'"
63,10,Options (Ft. JID),Planet Her,2021,"b""Takin' that elsewhere, maybe\n"""
64,10,Options (Ft. JID),Planet Her,2021,b'We know we both got options\n'
0,11,Ain't Shit,Planet Her,2021,b'Man\n'
1,11,Ain't Shit,Planet Her,2021,"b'This happened one, two, three times too much\n'"
2,11,Ain't Shit,Planet Her,2021,b'These dumb-ass niggas\n'
3,11,Ain't Shit,Planet Her,2021,"b""Niggas ain't shit, come up in\xe2\x80\x85your\xe2\x80\x85crib\n"""
4,11,Ain't Shit,Planet Her,2021,"b""All up in\xe2\x80\x85your fridge, can't pay rent\n"""
5,11,Ain't Shit,Planet Her,2021,"b'Look at\xe2\x80\x85what you did, listen to your friends\n'"
6,11,Ain't Shit,Planet Her,2021,"b""When they say niggas\xe2\x81\x9fain't\xe2\x81\x9fshit,\xe2\x81\x9f'cause\n"""
7,11,Ain't Shit,Planet Her,2021,"b""Niggas ain't shit,\xe2\x81\x9fcome up in\xe2\x81\x9fyour crib\n"""
8,11,Ain't Shit,Planet Her,2021,"b""All up in your fridge, can't pay rent\n"""
9,11,Ain't Shit,Planet Her,2021,"b'Look at what you did, listen to your friends\n'"
10,11,Ain't Shit,Planet Her,2021,"b""When they say niggas ain't shit\n"""
11,11,Ain't Shit,Planet Her,2021,"b'Umm, you could say that again\n'"
12,11,Ain't Shit,Planet Her,2021,b'Niggas is square like Madison\n'
13,11,Ain't Shit,Planet Her,2021,"b""I can't even really get mad at them\n"""
14,11,Ain't Shit,Planet Her,2021,"b'They fall, then I gotta facepalm\n'"
15,11,Ain't Shit,Planet Her,2021,"b""Shook him like an 8-ball and it's embarrassin'\n"""
16,11,Ain't Shit,Planet Her,2021,"b'Ten-page text, shoulda wrote a book, coulda made a bag\n'"
17,11,Ain't Shit,Planet Her,2021,"b""But he broke and he still waitin' 'til I can chill\n"""
18,11,Ain't Shit,Planet Her,2021,"b""And he really think I'ma get back to him\n"""
19,11,Ain't Shit,Planet Her,2021,"b""Doin' too much, relax a bit\n"""
20,11,Ain't Shit,Planet Her,2021,"b""Actin' like that 'cause your dad's a bitch\n"""
21,11,Ain't Shit,Planet Her,2021,b'Must be the way that the planets is\n'
22,11,Ain't Shit,Planet Her,2021,"b""Must be your face 'cause it's not your dick\n"""
23,11,Ain't Shit,Planet Her,2021,"b""I'm a freak, not a masochist\n"""
24,11,Ain't Shit,Planet Her,2021,b'Shoulda known you had the baddest bitch\n'
25,11,Ain't Shit,Planet Her,2021,"b""Left on read and can't give head\n"""
26,11,Ain't Shit,Planet Her,2021,"b""Really, you ain't shit, need a laxative\n"""
27,11,Ain't Shit,Planet Her,2021,"b""Niggas ain't shit, come up in your crib\n"""
28,11,Ain't Shit,Planet Her,2021,"b""All up in your fridge, can't pay rent\n"""
29,11,Ain't Shit,Planet Her,2021,"b'Look at what you did, listen to your friends\n'"
30,11,Ain't Shit,Planet Her,2021,"b""When they say niggas ain't shit, 'cause\n"""
31,11,Ain't Shit,Planet Her,2021,"b""Niggas ain't shit, come up in your crib\n"""
32,11,Ain't Shit,Planet Her,2021,"b""All up in your fridge, can't pay rent\n"""
33,11,Ain't Shit,Planet Her,2021,"b'Look at what you did, listen to your friends\n'"
34,11,Ain't Shit,Planet Her,2021,"b""When they say, niggas ain't shit, 'cause\n"""
35,11,Ain't Shit,Planet Her,2021,b'You might also like\n'
36,11,Ain't Shit,Planet Her,2021,"b""Said that's not cheating if I wasn't with your ass, yo\n"""
37,11,Ain't Shit,Planet Her,2021,"b'You kept secrets and your cousin told me that, so (Your cousin)\n'"
38,11,Ain't Shit,Planet Her,2021,"b""Logical thinkin' is just something that you lack, so\n"""
39,11,Ain't Shit,Planet Her,2021,"b""What you even mad for? Lookin' like a stick up in your asshole\n"""
40,11,Ain't Shit,Planet Her,2021,"b""I'm not your mommy, nigga, find a new hobby, nigga\n"""
41,11,Ain't Shit,Planet Her,2021,"b""Return, yo, 'fore I get picked up, your shit's in the lobby, nigga\n"""
42,11,Ain't Shit,Planet Her,2021,"b""I'm not gon' key your car, I'll call your fuckin' mom\n"""
43,11,Ain't Shit,Planet Her,2021,"b""You should have paid my rent, go get a fuckin' job\n"""
44,11,Ain't Shit,Planet Her,2021,"b""Niggas ain't shit, come up in your crib\n"""
45,11,Ain't Shit,Planet Her,2021,"b""All up in your fridge, can't pay rent\n"""
46,11,Ain't Shit,Planet Her,2021,"b'Look at what you did, listen to your friends\n'"
47,11,Ain't Shit,Planet Her,2021,"b""When they say niggas ain't shit, 'cause\n"""
48,11,Ain't Shit,Planet Her,2021,"b""Niggas ain't shit, come up in your crib\n"""
49,11,Ain't Shit,Planet Her,2021,"b""All up in your fridge, can't pay rent\n"""
50,11,Ain't Shit,Planet Her,2021,"b'Look at what you did, listen to your friends\n'"
51,11,Ain't Shit,Planet Her,2021,"b""When they say niggas ain't shit, 'cause\xe2\x80\x93\n"""
0,12,Imagine,Planet Her,2021,"b'Imagine, imagine\n'"
1,12,Imagine,Planet Her,2021,b'Put the studio in the mansion\n'
2,12,Imagine,Planet Her,2021,b'Pull up in a new high fashion\n'
3,12,Imagine,Planet Her,2021,"b'Pull up just like, ""Ooh, you a baddie""\n'"
4,12,Imagine,Planet Her,2021,"b'Imagine, imagine\n'"
5,12,Imagine,Planet Her,2021,b'Put the studio in the mansion\n'
6,12,Imagine,Planet Her,2021,b'Pull up in a new high\xe2\x81\x9ffashion\n'
7,12,Imagine,Planet Her,2021,"b'I\xe2\x81\x9fpull\xe2\x81\x9fup just like,\xe2\x81\x9f""Ooh, you a\xe2\x81\x9fbaddie""\n'"
8,12,Imagine,Planet Her,2021,"b""You couldn't be more wrong\n"""
9,12,Imagine,Planet Her,2021,b'We show up and show out\n'
10,12,Imagine,Planet Her,2021,"b'Five-hundred racks, sold outI never been more proud\n'"
11,12,Imagine,Planet Her,2021,b'I never been more proud\n'
12,12,Imagine,Planet Her,2021,b'Need more light on me (Diamond)\n'
13,12,Imagine,Planet Her,2021,b'Shine on me\n'
14,12,Imagine,Planet Her,2021,b'This my final form\n'
15,12,Imagine,Planet Her,2021,"b'Tell \'em all, ""Chile, please""\n'"
16,12,Imagine,Planet Her,2021,"b'Baby, I blow your mind (Slander)\n'"
17,12,Imagine,Planet Her,2021,b'Buy all these\n'
18,12,Imagine,Planet Her,2021,b'Pussy on\n'
19,12,Imagine,Planet Her,2021,b'Gimme that\n'
20,12,Imagine,Planet Her,2021,"b'Imagine, imagine\n'"
21,12,Imagine,Planet Her,2021,b'Put the studio in the mansion\n'
22,12,Imagine,Planet Her,2021,b'Pull up in a new high fashion\n'
23,12,Imagine,Planet Her,2021,"b'Pull up just like, ""Ooh, you a baddie""\n'"
24,12,Imagine,Planet Her,2021,"b'Imagine, imagine (Mmm, mmm)\n'"
25,12,Imagine,Planet Her,2021,"b'Put the studio in the mansion (Mmm, mmm)\n'"
26,12,Imagine,Planet Her,2021,"b'Pull up in a new high fashion (Mmm, mmm)\n'"
27,12,Imagine,Planet Her,2021,"b'I pull up just like, ""Ooh, you a baddie"" (Mmm, mmm)\n'"
28,12,Imagine,Planet Her,2021,b'All this work (This work) paid off (Off)\n'
29,12,Imagine,Planet Her,2021,b'When they had no faith at all (Faith at all)\n'
30,12,Imagine,Planet Her,2021,"b""One min. livin' bummy, then go pray to God (Pray to God)\n"""
31,12,Imagine,Planet Her,2021,b'Fuck around and go completely un-relatable\n'
32,12,Imagine,Planet Her,2021,"b'Like imagine, imagine\n'"
33,12,Imagine,Planet Her,2021,b'Thick as fuck but all I eat is salad\n'
34,12,Imagine,Planet Her,2021,"b""Saucin' with my thousands on an island\n"""
35,12,Imagine,Planet Her,2021,"b""Saucin' with my thousands on an island\n"""
36,12,Imagine,Planet Her,2021,"b""Got imagination 'cause I'm childish\n"""
37,12,Imagine,Planet Her,2021,"b'Imagine, imagine\n'"
38,12,Imagine,Planet Her,2021,b'Put the studio in the mansion\n'
39,12,Imagine,Planet Her,2021,b'Pull up in a new high fashion\n'
40,12,Imagine,Planet Her,2021,"b'Pull up just like, ""Ooh, you a baddie""\n'"
41,12,Imagine,Planet Her,2021,"b'Imagine, imagine (Mmm, mmm)\n'"
42,12,Imagine,Planet Her,2021,"b'Put the studio in the mansion (Mmm, mmm)\n'"
43,12,Imagine,Planet Her,2021,"b'Pull up in a new high fashion (Mmm, mmm)\n'"
44,12,Imagine,Planet Her,2021,"b'I pull up just like, ""Ooh, you a baddie"" (Mmm, mmm)\n'"
0,13,Alone,Planet Her,2021,"b'Baby, when you fought me at the door\n'"
1,13,Alone,Planet Her,2021,"b""Kinda hard to force what's natural\n"""
2,13,Alone,Planet Her,2021,"b""Maybe you don't want what you need most\n"""
3,13,Alone,Planet Her,2021,"b""Is it crazy I'm not scared to be \n"""
4,13,Alone,Planet Her,2021,b'Now I barely need ya\n'
5,13,Alone,Planet Her,2021,b'Do what you do best and be \n'
6,13,Alone,Planet Her,2021,"b'Gotta tell him, ""Rest in peace""\n'"
7,13,Alone,Planet Her,2021,"b""Bet you thought I'd die \n"""
8,13,Alone,Planet Her,2021,"b""It don't make sense to me\n"""
9,13,Alone,Planet Her,2021,b'But I keep my head up high \n'
10,13,Alone,Planet Her,2021,"b""You ain't even there for me\n"""
11,13,Alone,Planet Her,2021,"b""But now, you're scared to be \n"""
12,13,Alone,Planet Her,2021,b'Too many drinks to think about you\n'
13,13,Alone,Planet Her,2021,b'I had too many thoughts to let you wander\n'
14,13,Alone,Planet Her,2021,"b""Now you're an afterthought, I lost ya\n"""
15,13,Alone,Planet Her,2021,"b'And now you want me, babe\n'"
16,13,Alone,Planet Her,2021,"b""You want me, but it's bye\n"""
17,13,Alone,Planet Her,2021,"b""Givin' m\xd0\xb5 reasons to fly\n"""
18,13,Alone,Planet Her,2021,b'Pack up my shit and be wise\n'
19,13,Alone,Planet Her,2021,b'Jump in th\xd0\xb5 ride\n'
20,13,Alone,Planet Her,2021,b'Hit up my dude on the side\n'
21,13,Alone,Planet Her,2021,"b'Like, look what you threw to the side\n'"
22,13,Alone,Planet Her,2021,b'You get the vibe\n'
23,13,Alone,Planet Her,2021,b'Either we fuck or we fight\n'
24,13,Alone,Planet Her,2021,"b""But I got the feelin' you're right\n"""
25,13,Alone,Planet Her,2021,"b""I'm out my mind\n"""
26,13,Alone,Planet Her,2021,"b""Doesn't make sense when I cry\n"""
27,13,Alone,Planet Her,2021,"b""If we can't make up, 'least we try\n"""
28,13,Alone,Planet Her,2021,"b'Baby, when you fought me at the door (Fought me at the door)\n'"
29,13,Alone,Planet Her,2021,"b""Kinda hard to force what's natural (Oh, oh, oh)\n"""
30,13,Alone,Planet Her,2021,"b""Maybe you don't want what you need most (Oh, oh, oh)\n"""
31,13,Alone,Planet Her,2021,"b""Is it crazy I'm not scared to be \n"""
32,13,Alone,Planet Her,2021,"b""I ain't wanna share my dreams when it involves you\n"""
33,13,Alone,Planet Her,2021,b'Not the man I need (Yeah)\n'
34,13,Alone,Planet Her,2021,"b""Started feelin' like I failed my team\n"""
35,13,Alone,Planet Her,2021,"b""Missin' gigs for you, bet you never felt like me\n"""
36,13,Alone,Planet Her,2021,"b""Different levels to the game, that's fast\n"""
37,13,Alone,Planet Her,2021,"b""Spendin' bands last week while your ass act cheap (Yeah)\n"""
38,13,Alone,Planet Her,2021,b'Lonely at the top while your ass miles deep\n'
39,13,Alone,Planet Her,2021,"b""Got me thinkin' that you scared of yourself, not me\n"""
40,13,Alone,Planet Her,2021,"b'Impossible, from a Prius to gold carriages\n'"
41,13,Alone,Planet Her,2021,b'Middle finger to you so you see what a whole karat is\n'
42,13,Alone,Planet Her,2021,"b'I need a answer, a reader of more tarots\n'"
43,13,Alone,Planet Her,2021,"b""You couldn't tell that the both of us needed a whole therapist\n"""
44,13,Alone,Planet Her,2021,b'I made you fam when I greeted your whole parents\n'
45,13,Alone,Planet Her,2021,"b""But later, I realized they ain't teach you what no sharin' is\n"""
46,13,Alone,Planet Her,2021,"b""I know you hearin' this, I know you scared of it\n"""
47,13,Alone,Planet Her,2021,"b""But bein' lonely better than 'needs control,' cherish it\n"""
48,13,Alone,Planet Her,2021,b'You might also like\n'
49,13,Alone,Planet Her,2021,"b'Baby, when you fought me at the door (Fought me at the door)\n'"
50,13,Alone,Planet Her,2021,"b""Kinda hard to force what's natural (Oh, oh, oh)\n"""
51,13,Alone,Planet Her,2021,"b""Maybe you don't want what you need most (Oh, oh, oh)\n"""
52,13,Alone,Planet Her,2021,"b""Is it crazy I'm not scared to be \n"""
53,13,Alone,Planet Her,2021,b'Now I barely need ya (I barely need ya)\n'
54,13,Alone,Planet Her,2021,b'Do what you do best and be \n'
55,13,Alone,Planet Her,2021,"b'Gotta tell him, ""Rest in peace""\n'"
56,13,Alone,Planet Her,2021,"b""Bet you thought I'd die \n"""
57,13,Alone,Planet Her,2021,"b""It don't make sense to me\n"""
58,13,Alone,Planet Her,2021,b'But I keep my head up high \n'
59,13,Alone,Planet Her,2021,"b""You ain't even there for me\n"""
60,13,Alone,Planet Her,2021,"b""But now, you're scared to be \n"""
61,13,Alone,Planet Her,2021,b'Alone\n'
62,13,Alone,Planet Her,2021,b'Now you scared to be \n'
0,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'We hug and, yes, we make love\n'"
1,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'And always just say goodnight (La-la-la-la-la-la)\n'
2,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'And we cuddle, sure, I do love it\n'"
3,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'But I need your lips on mine\n'
4,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'Can you kiss me more?\n'
5,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""We're so young, boy, we ain't got nothin' to lose, uh-oh\n"""
6,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""It's just principle\n"""
7,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Baby, hold me 'cause I like the way you groove, uh-oh\n"""
8,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Boy, you write your name, I can do the same\n'"
9,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Oh, I love the taste, la-la-la-la-la-la\n'"
10,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'All on my tongue, I want it (La-la-la-la-la-la)\n'"
11,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Boy, you write your name, I can do the same\n'"
12,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Oh, I love the taste, la-la-la-la-la-la\n'"
13,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'All on my tongue, I want it (La-la-la-la-la-la)\n'"
14,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""I, I feel like fuckin' somethin'\n"""
15,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'But we could be corny, fuck it\n'"
16,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Sugar, I ain't no dummy, dummy\n"""
17,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'I lik\xd0\xb5 to say, ""What if?"", but if\n'"
18,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'We could kiss and just cut the rubbish\n'
19,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Then I might b\xd0\xb5 onto somethin'\n"""
20,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""I ain't givin' you one in public\n"""
21,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""I'm givin' you hundreds, fuck it\n"""
22,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Somethin' we just gotta get into\n"""
23,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Sign first, middle, last on the wisdom tooth\n'"
24,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Niggas wishin' that the pussy was a kissin' booth\n"""
25,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Taste breakfast, lunch, and gin and juice\n'"
26,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'And that dinner just like dessert too\n'
27,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'And when we French, refresh, gimme two\n'"
28,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'When I bite that lip, come get me too\n'"
29,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'He want lipstick, lip gloss, hickeys too, huh\n'"
30,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'You might also like\n'
31,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'Can you kiss me more?\n'
32,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""We're so young, boy, we ain't got nothin' to lose, uh-oh\n"""
33,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""It's just principle\n"""
34,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Baby, hold me 'cause I like the way you groove, uh-oh\n"""
35,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Boy, you write your name, I can do the same\n'"
36,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Oh, I love the taste, la-la-la-la-la-la\n'"
37,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'All on my tongue, I want it (La-la-la-la-la-la)\n'"
38,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Boy, you write your name, I can do the same\n'"
39,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Oh, I love the taste, la-la-la-la-la-la\n'"
40,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'All on my tongue, I want it\n'"
41,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Say give me a buck, need that gushy stuff\n'"
42,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Push the limit, no, you ain't good enough\n"""
43,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'All your niggas say that you lost without me\n'
44,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'All my bitches feel like I dodged the county\n'
45,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Fuckin' with you feel like jail, nigga (Feel like jail)\n"""
46,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Fuckin' with you feel like jail, nigga (Feel like jail)\n"""
47,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""I can't even exhale, nigga (Exhale)\n"""
48,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Pussy like holy grail, you know that\n'"
49,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""You gon' make me need bail, you know that\n"""
50,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Caught dippin' with your friend\n"""
51,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""You ain't even half man, lyin' on your\xe2\x80\x94, you know that\n"""
52,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Got me a bag full of brick, you know that\n'"
53,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Caught dippin' with your friend\n"""
54,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""You ain't even half man, lyin' on your\xe2\x80\x94, you know that\n"""
55,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Got me a bag full of brick, you know that\n'"
56,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Control, don't slow the pace if I throw back\n"""
57,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'All this ass for real (All this ass)\n'
58,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'Drama make you feel (Make you feel)\n'
59,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'Fantasy and whip appeal is all I can give you\n'
60,14,Kiss Me More (Ft. SZA),Planet Her,2021,b'Can you kiss me more?\n'
61,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""We're so young, boy, we ain't got nothin' to lose, \n"""
62,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""It's just principle\n"""
63,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Baby, hold me 'cause I like the way you groove,\n"""
64,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b""Oh, darlin'\n"""
65,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Boy, you write your name, I can do the same\n'"
66,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Ooh, I love the taste, oh-la-la-la-la-la\n'"
67,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'All on my tongue, I want it\n'"
68,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Boy, you write your name, I can do the same\n'"
69,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'Ooh, I love the taste, oh-la-la-la-la-la\n'"
70,14,Kiss Me More (Ft. SZA),Planet Her,2021,"b'All on my tongue, I want it\n'"
0,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Baby, we tried to fight it\n'"
1,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'We all been there some days\n'
2,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'Thought I needed something else\n'
3,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'And\xe2\x80\x85acted\xe2\x80\x85like I was\xe2\x80\x85okay\n'
4,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'We just had to work it\xe2\x80\x85out\n'
5,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'And baby, I needed space\n'"
6,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""Ain't nobody 'round here on your level\n"""
7,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""You're so far away\n"""
8,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""You're pouring your heart out\n"""
9,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""I'm acting like I knew\n"""
10,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'You held me so down\n'
11,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'So down I never grew, oh\n'"
12,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'I tried to find out\n'
13,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'When none of them came through\n'
14,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""And now I'm stuck in the middle\n"""
15,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'And baby had to pull me out, oh\n'"
16,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you, like you\n'"
17,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you, ooh\n'"
18,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'I found it hard to find someone lik\xd0\xb5 you\n'
19,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you, like you\n'"
20,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you, lik\xd0\xb5 you\n'"
21,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you, ooh\n'"
22,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'I found it hard to find someone like you\n'
23,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you, like you\n'"
24,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Send your location, come through\n'"
25,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you, like you\n'"
26,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Send your location, come through\n'"
27,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you, like you\n'"
28,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Send your location, come through (Mmm, mmm, mmm)\n'"
29,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Send your location, come through (Mmm, mmm, mmm)\n'"
30,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Send your location, come through (Mmm, mmm, mmm, mmm) (Mmm, mmm, mmm, mmm)\n'"
31,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Yeah, damn papa, you a rare breed, no comparing\n'"
32,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""And it's motherfuckin' scary\n"""
33,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""Tryna keep him 'cause I found him\n"""
34,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""Let a hoe know I ain't motherfuckin' sharing\n"""
35,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'I could take you to the parents, then to Paris\n'"
36,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""Plan a motherfuckin' wedding\n"""
37,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'You the type I wanna marry (Yeah) and keep you merry\n'
38,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""I'll put the ring on when you ready\n"""
39,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'We play our fantasies out in real life ways and\n'
40,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'No Final Fantasy, can we end these games though?\n'"
41,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'You give me energy, make me feel lightweight\n'"
42,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like the birds of a feather, baby\n'"
43,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'We real life made for each other\n'
44,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""And it's hard to keep my cool\n"""
45,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'When other bitches tryna get with my dude and\n'
46,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'When other chickens tryna get in my coop\n'
47,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""'Cause you're a one in a million\n"""
48,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b""There ain't no man like you (Like you, like you)\n"""
49,15,Streets (Disclosure Remix),Streets (Remixes),2021,b'You might also like\n'
50,15,Streets (Disclosure Remix),Streets (Remixes),2021,"b'Like you (Real life ways), like you (End these games though)\n'"
